4,8,16,24,32,40,48,64,72,80,88,96
g,r,i,d
"[[3.9444870948791504], [3.980828046798706], [4.0192320346832275], [4.008251190185547]]","[[3.6911613941192627], [4.586801528930664], [3.7060930728912354], [4.874974250793457]]","[[3.938506603240967], [4.433180332183838], [3.751002311706543], [3.7160391807556152]]","[[3.602402925491333], [3.5634682178497314], [3.5963852405548096], [4.418306827545166]]","[[3.7430238723754883], [3.9684200286865234], [3.8805999755859375], [3.563490867614746]]","[[3.542532205581665], [3.560481309890747], [3.4278368949890137], [4.024271726608276]]","[[3.468729257583618], [3.536545753479004], [3.671159505844116], [3.592395544052124]]","[[3.437807083129883], [3.4956274032592773], [3.448784351348877], [3.497642993927002]]","[[3.4627723693847656], [3.4368138313293457], [3.4926645755767822], [3.450773000717163]]","[[3.438809394836426], [4.435173273086548], [3.562446355819702], [5.637899160385132]]","[[3.4357657432556152], [3.545553207397461], [3.4587271213531494], [3.478700876235962]]","[[3.4428257942199707], [3.4308018684387207], [3.474672794342041], [3.402904987335205]]"
"[[30253.0], [32410.0], [30157.0], [32297.0]]","[[23362.0], [24879.0], [23423.0], [24771.0]]","[[20681.0], [21757.0], [20706.0], [21718.0]]","[[19977.0], [20854.0], [19986.0], [20778.0]]","[[19639.0], [20361.0], [19638.0], [20379.0]]","[[19333.0], [20021.0], [19333.0], [20019.0]]","[[19254.0], [19934.0], [19254.0], [19891.0]]","[[19158.0], [19767.0], [19158.0], [19653.0]]","[[19115.0], [19673.0], [19115.0], [19572.0]]","[[18732.0], [19597.0], [18732.0], [19497.0]]","[[18732.0], [19597.0], [18732.0], [19497.0]]","[[18732.0], [19597.0], [18732.0], [19497.0]]"
