4,8,16,24,32,40,48,64,72,80,88,96
c,e,n,t,e,r
"[[191.16861820220947], [81.65318727493286], [193.38848423957825], [67.83867931365967]]","[[132.6404824256897], [67.18041944503784], [131.10452342033386], [52.47772455215454]]","[[97.0027129650116], [61.576406478881836], [102.10446357727051], [54.00064706802368]]","[[93.96981739997864], [66.0215277671814], [93.73940658569336], [59.45311093330383]]","[[89.34121942520142], [63.705687284469604], [83.13877129554749], [58.379979848861694]]","[[77.76018285751343], [66.76453876495361], [77.28741145133972], [64.98030805587769]]","[[78.3694920539856], [64.42678713798523], [77.74518775939941], [66.98893928527832]]","[[74.71631217002869], [71.24556088447571], [76.28509020805359], [69.71565055847168]]","[[75.73954701423645], [75.49722504615784], [75.06232953071594], [68.07004809379578]]","[[69.5082049369812], [70.72797298431396], [69.06635737419128], [69.611891746521]]","[[69.7934718132019], [73.68105125427246], [72.55567598342896], [72.41309690475464]]","[[71.04110741615295], [73.16044306755066], [73.41826367378235], [73.99725770950317]]"
"[[1572.0], [380.0], [1586.0], [343.0]]","[[1721.0], [447.0], [1641.0], [315.0]]","[[1669.0], [534.0], [1668.0], [420.0]]","[[1708.0], [697.0], [1670.0], [468.0]]","[[1756.0], [832.0], [1731.0], [635.0]]","[[1905.0], [1142.0], [1905.0], [966.0]]","[[2009.0], [1211.0], [2009.0], [1193.0]]","[[2010.0], [1668.0], [2010.0], [1271.0]]","[[2022.0], [1922.0], [2022.0], [1270.0]]","[[2172.0], [1727.0], [2172.0], [1426.0]]","[[2172.0], [1727.0], [2172.0], [1426.0]]","[[2172.0], [1727.0], [2172.0], [1426.0]]"
