4,8,16,24,32,40,48,64,72,80,88,96
g,a,u,s,s,i,a,n
"[[25.775095462799072], [22.014148950576782], [26.472266912460327], [19.97460126876831]]","[[21.90940833091736], [20.844372749328613], [22.93473219871521], [18.60629391670227]]","[[20.5669903755188], [18.880526781082153], [20.247876167297363], [17.763553380966187]]","[[19.194697380065918], [20.267813205718994], [21.33097529411316], [20.41047430038452]]","[[21.23224663734436], [20.37157440185547], [21.044841289520264], [20.39009666442871]]","[[20.42343759536743], [20.338634252548218], [19.929693460464478], [19.81420397758484]]","[[19.58465027809143], [21.08161187171936], [20.33564305305481], [18.555370569229126]]","[[18.70999526977539], [18.718956232070923], [19.264512062072754], [18.593300342559814]]","[[20.384747743606567], [22.491761922836304], [20.005666494369507], [22.289182901382446]]","[[21.781071662902832], [22.455984830856323], [21.288742065429688], [21.700100421905518]]","[[21.294305324554443], [21.927512407302856], [21.092450618743896], [22.157865524291992]]","[[21.14651656150818], [20.6996808052063], [20.110244274139404], [20.787434816360474]]"
"[[3597.0], [1821.0], [3620.0], [1178.0]]","[[3859.0], [1872.0], [3905.0], [1137.0]]","[[4393.0], [2402.0], [4342.0], [1539.0]]","[[4447.0], [2576.0], [4444.0], [2182.0]]","[[4512.0], [2786.0], [4558.0], [2517.0]]","[[4227.0], [2836.0], [4227.0], [2679.0]]","[[4383.0], [3465.0], [4383.0], [2891.0]]","[[4765.0], [3409.0], [4765.0], [3450.0]]","[[4717.0], [3981.0], [4717.0], [3741.0]]","[[4720.0], [4060.0], [4720.0], [3753.0]]","[[4720.0], [4060.0], [4720.0], [3753.0]]","[[4720.0], [4060.0], [4720.0], [3753.0]]"
